repo	summary
mz-ch/Scientific-Notation-Integer	This library allows for the basic mathematical operations and logical operation on (basically) infinitely large numbers.
n0wayy100/dinner-rush	Co-op restaurant management game. Built with Rojo 7.7.0.
nacheong/roblox-place-publisher	A local web interface for quickly publishing Roblox places with Roblox Open Cloud.
Nachoigartua/OnceRojo	This template should help get you started developing with Vue 3 in Vite. The template uses Vue 3 SFCs, check out the script setup docs to learn more.
NachoIgartua2/TestRojoSoft	Integración bidireccional entre el ERP RojoSoft y el CRM Salesforce.
nadia8666/green-luau	ts/java like language that is transpiled into luau with a blazingly slow transpiler. code is "documented"
nadimahmad-nve/Advanced-Movement-FSM	A highly modular, scalable Finite State Machine (FSM) for Roblox character movement, built using strict Object-Oriented Programming (OOP) principles in Luau.
nadimahmad-nve/Guard-Patrol-Pathfinding-System	A highly modular, scalable Finite State Machine (FSM) for a Guard Patrolling System.
Naeius514/CMB-Portfolio	I began programming on Roblox (and in general) in 2019 and most of my understanding comes from experimenting with math and different things on Roblox on my own, working with groups, and taking CompSci classes at my …
naggassly-commits/Karen-hilo-rojo	El sitio ya está preparado con las 10 fotos, el mensaje y el botón para escuchar "Eso y Más" de Joan Sebastian en YouTube.
Nahallia/Cc	MAY WE SUCCEED 👊🏻👨🏻‍🦲🦹🏼‍♂️ // OPM S3 PART 2 YOU BETTER BE GOOD :( MAYBE RELEASE EARLY?
Naketm/Dictionary-module	Parellelization seems to increase speed by around 6 times on 8 threads, I would recommend only using it on dictionaries with heavy calculations or keys at like 100 to 1k (so especially with data systems!)
nakoyasha/mizuki	Mizuki is still pretty early in development, and may break at any point. Use at your own risk!
NakrazX/Roblox-For-Education	ศูนย์การเรียนรู้ สถาปัตยกรรมเกม และคู่มือความปลอดภัยสำหรับนักพัฒนาเกม Roblox ระดับมืออาชีพ (เชื่อมโยงเนื้อหาอย่างเป็นทางการจาก create.roblox.com/docs)
Namhoang777/Shop-Roblox-Ngon	🔥 Shop bán acc Roblox, nạp thẻ nhanh chóng, uy tín 🔥
NandoSchlemper/new-worudo	Types: AttributesTemplateExample -> 5 main attributes ✅ RarityTemplateExample -> 6 rarity ✅ TierTemplateExample -> 5 tiers ✅ WeaponTypeTemplateExample -> all of weapon types ✅
Nanfir22x/colorramp	ColorPane is a suite of color tools for Roblox Studio plugins. Some of the tools included are:
NanoNils2/Roblox-Scripts	All of the scripts listed here are not mine. I only host them for my program.
nantapipatpro/roblox-scripts	i store scripts here all of these scripts are not mine
nantzzsec/Roblox_game	Welcome to my GitHub profile! I am Gede Ananda, a passionate bug hunter, cyber security analyst, penetration tester, software engineer, and red team member.
napHiwka/plink	Plink is a sparse-set ECS library. It is not yet recommended for production use because it has not been thoroughly tested and its API contract may still change.
narakim-ai/Narakim-Roblox-bridge	Place this Script in ServerScriptService. Enable HttpService (Game Settings → Security). Create an experience secret named NARAKIMBRIDGETOKEN matching ROBLOXBRIDGESECRET in Narakim. Set Config.BridgeUrl to
nassamdupont-cmyk/NEXUS	local Players = game:GetService("Players") local UserInputService = game:GetService("UserInputService") local TweenService = game:GetService("TweenService") local RunService = game:GetService("RunService") local …
nateyamashiro/hot_dawg	A simulator/tycoon starter built with the professional Roblox workflow: VS Code + Rojo + Git, with server-authoritative economy logic.
nathanrun1/marble-race-rng	An incremental roblox game where you drop marbles on a board, make money from them, and use that money to get better marbles and upgrade the dropper.
Naymmmm/luaubench	Independent benchmark for evaluating LLM performance on Luau (Roblox) programming tasks.
Naymmmm/openai-luau-docs	This is a template for creating documentation with Nextra.
nazar1433312-create/rblx	Rojo-проект: код пишется здесь (в этом репозитории), а Rojo синхронизирует его в открытый плейс в Roblox Studio в реальном времени.
nazrilacil/roblox-trailer	Website Trailer roblox Sederhana HTML, CSS dan JavaScript Boleh coba lumayan buat mengasah logika
Nazuh2/audiolink	Two years in the making, multiple iterations, AudioLink is finally out.
Nazuh2/RoIndex	This is a Next.js application generated with Create Fumadocs.
ndm33/roblox-gallery	Простой и быстрый сайт, который показывает только фотографии.
ndxzi/i-have-idea	Huge thanks to Wftap, Praise, greek(sladostrastnik), DoomGuy, Marshel, !Vlaga, Krasher
neapolito/Random-Number-Advanced	A random number picker from 1 to whatever number you choose. Random Number Ultra coming soon.
neapolito/UV-Calculator	UV Calculator! Easy to use. run with luau.org
nebulazorua/robloxfnf	REAL FNF SOURCE IS OVER AT KADE'S IS AT I GUESSS
necirvanalpar/Firebase-Wrapper-Luau	A simple Firebase Realtime Database REST API wrapper for Roblox. Supports read, write, update, delete, and query operations.
NeeeMax/4M---Roblox-Game	NPCs lob silly objects at your own floating island; run and jump into them to get bonked and earn Bonk Points. A Roblox game built by two developers with Roblox Studio, GitHub, Claude Code and Studio Script Sync.
negima0320/roblox-tycoon	Roblox Studio + VS Code + Rojo で作る、属性パワー系タイクーンの学習用MVPです。
NeithanYa/roblox-tower_grow-system	A modular Roblox system where players grow a tower by clicking a UI button. Each click increases the tower’s height and dynamically updates its structure based on progression thresholds.
nellalex501-boop/roblox-test	The main lobby for a late-Cold-War RTS on Roblox: a NATO forward command base in the Fulda Gap where every system is a place you walk to.
neocitieshtmlcssjavascript-a11y/Blocks3D-roblox-2005-roblox-C-	Work on DataModel V3 will be starting November 3rd at 3PM PDT! This will mean many PRs involving DataModel V2 may be immediately rejected until completion!
neonifieddev/Sync	Lightweight RemoteEvent/RemoteFunction wrapper with rate limiting and payload byte limiting, designed to be required by both server and client.
NepNepNeppu/RamkaX	RamkaX is the successor to Ramka. Providing proper typechecking, simplified source code, and a great foundation to start a new project.
Nepoznato-Dev/Rusty-FNaF	A complete first-person-only Roblox horror game inspired by the classic "survive the night at the pizzeria" formula. You are the night guard: watch the cameras, slam the doors, mind the power — and make it to 6 AM.
nereasalazar/Proyecto_Final_Luau	Luau es un proyecto que fué pensado para crear invitaciones para eventos de una manera original, divertida y personalizada.
Nero551/Experiments	Stuff i made for fun or to test something out.
nethMesabothh/Animate	A Roblox experience built with Rojo, Wally, and Knit.
Netol13/colectivo-tycoon	Juego de Roblox tipo Tycoon de colectivos, hecho entre dos. Comprás líneas de colectivo que generan pasajes → los pasajes llegan a la terminal → te dan plata → comprás más líneas. El loop clásico de tycoon.
NeurealRoblox/Nforge	Generic Roblox build, sync, and publish CLI. Config-driven, works with any Roblox game project.
newuser23488/roblox-copier	This is a script that copies roblox games, to make it work first you have to:
nexox9official-source/site-21	Code Luau du jeu Site 21, synchronisé dans Roblox Studio via Rojo.
nexustech180/roblox	A server-authoritative Roblox game set in the SCP universe. You start as Class-D Personnel and grind repeatable missions to level up, ranking through personnel clearance at the same level milestones Blox Fruits uses for …
Neziak01/Roblox_proj	Monorepo des projets Roblox. Un dossier = un jeu, autonome, avec son propre default.project.json (Rojo) et son propre README d'installation.
nguyentuio1/roblox-superpowers	Team-grade Roblox development workflow for Claude Code and other CLI agents. Extends superpowers.
nguyentuio1/testing-roblox-superpowers	Roblox game, scaffolded with roblox-superpowers.
nhandat/Roblox	This contains all the files that I dumped from the source-map files on roblox.com which contains the same as the Webpack in the browser.
NhinQuanhLanCuoi9999/Roblox-API	Lấy thông tin người dùng Lấy avatar người dùng Lấy danh sách bạn bè Tìm kiếm nhóm
niallerknot-hue/robloxclothes	A modern gaming site specifically for Python-based games.
niceeeadam/NiceSave	NiceSave is an original, server-only Roblox profile persistence module inspired by the safety goals of ProfileService, ProfileStore, and Suphi's DataStore Module.
nicholasosto/Mono-Repo	✨ Your new, shiny Nx workspace is almost ready ✨.
nicholasosto/Roblox-Development-Studio	Planning layer for the @trembus Roblox package platform. This space is a Project-System consumer: it wraps the code repo roblox-packages-mono (via external-locations/code/) and holds the plans, decisions, and dashboards …
nicholasosto/roblox-ts-flamework-ai-template-single	A single-package Roblox-TS game project using the Flamework framework.
nicholasosto/roblox-ts-mcp	A Model Context Protocol (MCP) server designed specifically for Roblox-ts development.
nick-fedchik/MazerJack	VS Code task: Terminal → Run Task… → Rojo: Build (default.project.json) (also the default Build Task).
Nick-The-Moon/roblox_atm_system	this system is not ready to use in game, so do not use it, this is just an example of my work
nickmccrudden-jpg/harbor-hustle	Harbor Hustle is a Rojo-compatible Roblox boat-collection game set in Brineport. The server builds the harbor, automatically reserves one of eight large berths for each player, and delivers cargo by animated dock crane.
nickrmcclorey/roblox-matchmaking	Checklist: Matchmake any size team Add smaller groups of people to unfilled games Handle regions with lower # of players Test System to clean up old matchmaking results System to get access codes Check on queue results …
NicksZone/instancepoolclass	A compact Luau object pool for pivotable Roblox instances. It keeps pooled objects off-map and can clone a saved template when the pool is empty.
Nico2433/rbxts-react-utils	This is a utility package for @rbxts/react-roblox, providing custom components with compatibility for TailwindCSS classes to Roblox UI components and other utilities.
Nicolas155/roblox-portal-tracker-screen-ocr	This tool is a background Python script designed to automate the tracking of portal timers in Roblox.
Nicolas3030/pruebin-rojon	Este solo es un color cualquiera, jajaj mentiras yo soy eñ color verdadero
nicolasbelisario/Truco	Este é um repositório para o jogo de Truco Paulista desenvolvido na plataforma Roblox. O projeto traz a experiência do clássico jogo de cartas brasileiro de forma totalmente integrada e multijogador.
nicolasrosa2505/agua-realista	Roblox learning project for Nicolas (Cursor + Rojo + Studio + GitHub).
nicolasrosa2505/test	Roblox learning project for Nicolas (Cursor + Rojo + Studio + GitHub).
nicolasthrax/Ricochet-Depths	A 1–4 player co-op ricochet-shooting roguelite for Roblox. Aim bank shots that bounce off walls and enemies, chain kills, pick one of three upgrades between rooms, and extract before the depths take you.
NidhiPamnani/clean-a-house	Clean A House is a cooperative ROBLOX game designed to make everyday responsibilities fun and engaging.
nidorx/roblox-struct-def	simplifying the serialization and deserialization of complex objects using a standard language
nightban/Erablox	Roblox 2017-2021 Wanna bring back old era of roblox? Join now!
nightcycle/curve-util	A place to handle everything Roblox interpolation / easing
nightcycle/mesh-util	A handful of scripts breaking down the geometry of standard Roblox meshes
nightcycle/osiris	Iris is very useful but I feel the syntax of Dear ImGui (the project it's based on + the direct source of most API syntax) is built around an ecosystem with better tooling and a more robust language.
nightcycle/path-util	A place where I put various pathfinding functions
NightmarePog/Flamework-Hotbar	An unfinished inventory and hotbar UI prototype for Roblox, built with roblox-ts, Flamework, and React. The project was extracted from a larger game to explore a reusable, component-oriented structure.
niicoIas/RobloxUsers	Script em Python para verificar a disponibilidade de nomes de usuário no Roblox e enviar notificações ao Discord via webhook.
nikcordlol/roblox-guncel	Roblox Türkiye'de engelli olduğu için Play Store'dan güncellenemiyor. Bu uygulama, Roblox'un en son Android sürümünü otomatik bulup (APKMirror üzerinden) tek dokunuşla indirip kurulum ekranını açıyor.
nikitakashin/roblox-game-template	Стартовый каркас для GUI-centric игры на Roblox (Luau). Включает структуру папок под Rojo, базовые shared-модули и полный набор документации по разработке в docs/.
Nikitory/CL	A Roblox game where you fart to earn coins, spend the coins on bigger and nastier farts, and battle other players in a PvP Fart Arena event every 15 minutes.
NikoBoi12/Portfolio	I'm a Software Engineer, Game Developer, and Full Stack Developer with some VFX knowledge. I have contributed to projects with over 11 million visits and generated over 15,000 dollars in revenue!
NikoBoi12/roblox-website	This project is a lightweight, full-stack application designed to display real-time game statistics for my Roblox games on a custom webpage.
NikoBoi12/RobloxBot	This is a private Discord bot built with discord.py to serve as an admin panel and utility tool for a Roblox game.
nikodemstaniszewski5-commits/V8	Projekt Rojo oparty na dostarczonym V7. Nowa baza zawiera metalowe sektory, neony, punkt sprzedaży, rafinerię i nowy HUD. Świat jest generowany po Play.
NiloParnia/Surveyors	High-ROI Roblox extraction/roguelite prototype built with Rojo.
Nils3957/LuauGame	This project is a Roblox game development repository using Rojo.
NinjaMandalorian/EventWatcher	Used for watching client/server event rates per player.
NinjaMestre/Simple-RBLX-AC	Um anticheat simples para o Roblox Studio e Roblox Studio Lite
niship2/roblox-script	ランダム徘徊: NPC が指定された範囲内でランダムに移動 プレイヤー追跡: プレイヤーを検出すると追いかける アニメーション: 歩行、走行、待機、攻撃のアニメーション パスファインディング: 障害物を避けて移動 カスタマイズ可能: 移動速度、検出範囲などを設定可能
Niurka77/roblox	🪙 MONEDAS (5 necesarias) → Representan el esfuerzo constante. → No se trata de acumular, sino de perseverar.
nivaiges/Roblox_ASFS_Script	A script to run the Swordsmith Village Tower. Script does not currently support dynamic walk speed and was based off of a walkspeed of 46.69
NNilve/sharedenum	Replaces Repeated Strings with 1-byte character
no-venv/BackdooredSkyAnalysis	Educational analysis of a malicious sky model from
no-venv/BeauChevalet	BeauChevalet is a project i've been working on for the past 1-2 months, and i'm happy to share a functioning build of it.
Noah-Haf/RankGunRobloxModule	This is the rankgun module designed to work with Roblox made using rojo and roblox-ts.
noah01q/robloxtaxcalc	I JUST OPEN SOURCED THIS, no support is provided, just put your token and client id in config.js and index.js.
NoahSpencerCode/KingScript	Parent the contents of ReplicatedRootModules to ReplicatedRoot
noahvandevoorde/roblox-device-input	Device-aware input handling Flexible keybind and input management Aim detection and target tracking for both desktop and mobile Player hover detection and highlight system
noahvandevoorde/roblox-erasure-request	This script allows developers to safely remove all stored data associated with a player across multiple DataStores.
noahvandevoorde/roblox-get-server-location	Fetches server location (city and country) using a public IP geolocation API. Returns "Unknown" if the location cannot be determined. Easily integrates with RemoteFunctions to provide location data to clients.
noahwillcrow/roblox-ts_default-map	A roblox-ts Map wrapper that automatically creates default values for missing keys.
noahwillcrow/roblox-ts_distinct-array	A TypeScript/roblox-ts array that enforces uniqueness of elements. Each value can only appear once in the array.
noahwillcrow/roblox-ts_heap	A TypeScript/roblox-ts binary heap (priority queue) implementation with support for both min-heap and max-heap configurations.
noahwillcrow/roblox-ts_timespan	A simple TimeSpan implementation for roblox-ts that stores time units down to millisecond precision. This utility facilitates time arithmetic, comparisons, and custom string formatting.
nobeldebodt-cmd/roblox-booth-game	Deze proxy haalt gamepasses op buiten Roblox, zodat je booth-script ze automatisch kan tonen.
Noctino52/Mayor-Factory-Tycoon	A factory/tycoon game on Roblox where players build factories on their personal plot to produce, refine, and sell resources to city NPCs.
nohah54/CodeSamples	This repository showcases examples of my coding style and organization. The code demonstrates my approach to Object-Oriented Programming (OOP), class structures, and working within a strictly-typed environment.
NolanEmery/Week-5-Roblox-Build-Day	To advertise a day-long Roblox coding event to schools, students, and parents.
Nomadcxx/noctalia-gslapper	nomadcxx/gslapper adds image and video wallpapers to Noctalia v5. Its combined picker can assign one file to every output or a different file to each connector.
nombrenumber/Life-is-roblox-	Hello to use that you must know life is roblox....
NoName-wks/RetryBackoffs	pcall(action)으로 작업을 실행하고, 실패하면 지정된 백오프 전략에 따라 task.wait() 후 다시 시도합니다. 모든 API는 typeof(--[[ 설명 ]] function(...) ... end) 타입 선언을 사용하므로, 다른 코드에서 require()로 불러왔을 때 함수 설명과 시그니처를 에디터 자동완성에서 확인하기 좋습니다.
nonNamedUser/snapservice	SnapService is a module that helps you make in game screenshots and videos without needing to save it to the users device!
nonNamedUser/Voice-Chat-Zones	This free model is free to use without credits. You can do anything, but with exemptions: You cannot add any malicious code
NoodyB/roblox-game	Sweep Squad is a co-op cleaning incremental game for Roblox, built for mobile and PC. Players vacuum up leaves, snow, sprinkles and stardust across 8 themed zones.
nooneisback/luau-spriteclip2	A simple module for animating image labels and buttons, as well as editable images in Roblox using sprite sheets.
Noonly53/RobloxAsyms-Manual-Poptracker	Currently only Supports Forsaken Gensanity, please reach out to noonly on discord if you know how to implement manual check sending!
Noopel/RBX_Components	A compilation of all my components for my Roblox projects
noorsalman-dev/roblox	An action-packed 2D retro platformer featuring directional combat, multi-stage boss encounters, and precision platforming challenges.
nopunch238-wq/-	코드 소스들 중에서 몇몇코드들은 ai도움 받았어요(코드전체를 받은게 아니라 오류같은거들)
Normal94/Roblox	data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAABDgAAAQ2CAYAAADWGg3/AAAAAXNSR0IB2cksfwAAAAlwSFlzAAALEwAACxMBAJqcGAABqV5JREFUeJzs3Qm0Jcld3/mIvO9VVXf1Ut1qIbVaS0tqSXQjJLSAECAQGMY2YAz2wGCMhzNmZo5ZRgYBhsFzsLEREsYGSx7ZgEFn8NgzGM …
NormalStudios/CurrentSilence	All client modules are located in ReplicatedStorage.Modules, the ones that require a .Init function for startup are in ReplicatedStorage.Modules.RequiredStartupModules, these are the following modules:
northjmhibjb/Roblox	This Script Manipulates All of the modules for the ACS Engine
not-mentally-stable/xxpcall	A simple retry wrapper for xpcall in Luau. xxpcall attempts to execute a function multiple times with an optional cooldown between attempts.
not-optikk/navcast	Navcast is an ongoing project that ports Recast Navigation's Recast, a navmesh generation library, to Luau. Navcast aims to provide an open interface for developers in closed Luau ecosystems (e.g.
not-taskkill/Librarys	a simple repository to help me with some problems on my scripts
NotAuser999/TerminalFox-Roblox	This Is A security tool for roblox Currently under devouloupment Keep In Mind That we are not here to make youre lives harder and kill a community but here to do our part in being members of roblox and feel that …
NotDusan/roblox-gametab-fix	After seeing how bad games on roblox got for anyone above the age of 6, I decided to make this project and open source it.
NotKytsa/roblox-api	This API was made using AI Sorry i ain't good at coding APIs
notlbock/edenns-obby-kit	This is Edenns_altaccs obby kit. (v1.0.0)
notmatical/roblox-ts-template	Minimal roblox-ts game template. Fork it whenever you start a new game.
NotMercy/roblox-api	A simple, fast, and self-hosted Roblox API that returns detailed user profile information including followers, friends, following, groups, badges, account age, avatar, and more.
Notnips/OD_DriftVision	A spectator camera system for Orion Drift, by Pub | Ayzon.
notpoiu/LuauRegExp	A full-featured regular expression engine written in pure Luau. Supports Perl/PCRE2 syntax including lookaround, atomic groups, backreferences, named captures, and Unicode.
notpoiu/lucide-roblox-direct	lucide-roblox-direct is a script that directly gives you a standalone file that contains all the Lucide icons in Roblox. (Found in source.lua)
nottirb/Roblox-User-Inventory	Returns information about a user and their inventory. Will return lists containing all presently on sale clothing/gamepasses (id and price) creaeted by the user.
notvert/roblox	Project Overview: Randomly generated Roblox outfits based on style selection
NotViskaaa/Roblox-Join-Notifier	this script will notify you when a player joins your roblox game trought a discord webhook, this is usefull to see if people spy your roblox profile and check your games.
NoTwistedHere/Roblox-Apis	This is where I upload stuff related to roblox :sunglasses:
notwithering/roblox-crawler	this is a private crawler i made to discover old obscure roblox games, it supports crawling users, groups, places, universes, and badges
NotYaBoy/roblox-driving-game-exploit	the script spawns a random vehicle from your inventory and uses that to do the race, once you toggle a config on, the other one wont run until yopu finish the race of the first config.
NouhiDev/roblox-horrorlist-development	Welcome to the Roblox Horrorlist! This project is dedicated to showcasing almost all the horror games available on Roblox. If you're tired of only finding Mimic clones, you've come to the right place.
NouhiDev/roblox-horrorlist-v2	Welcome to the Roblox Horrorlist! This project is dedicated to showcasing almost all the horror games available on Roblox. If you're tired of only finding Mimic clones, you've come to the right place.
NourAnisa/wni_simulator	Dokumentasi analisis papan, video referensi, dan rencana adaptasi game online menggunakan Roblox Studio dan Luau.
nouveau217/Server-roblox	Upgraded Next.js from 15.5.2 to 16.1.0. Updated React and React DOM to 19.2.3. Replaced the CSS align-items:end warning with align-items:flex-end. Keeps the V2 UI and Roblox API routes.
Nova-00253/ROBLOX-SCRIPTS-	this is RoClothes:Lerp("Realistic"). Welcome. This is a roblox porn script so please don't.. ask for me
NovaRbxDev/Technical-Showcase	A high-performance technical demonstration developed in less than 6 hours to showcase clean architecture, Luau strict typing, and advanced service-controller patterns.
NovaSynthex/HTTPClient	HTTP-Client Complete solution for making and managing web requests.
NoxLoveYa/Roblox-Safety-Modules	This project implements a safe animation/emote blocking system for Roblox characters. The goal is to prevent players from playing animations too close to each other to mimic weird stuff.
NoYFiKs/RobloxTools	RobloxTools is an advanced, commercial-grade automated tool designed for Roblox players who need their game instances to run 24/7 without interruptions.
nrobloxs/BasicNetworker	A lightweight networking abstraction for Roblox games built around dynamic remote instances and simple request/response patterns.
nrobloxs/BasicPool	BasicPool is a lightweight Luau object pooling system for Roblox projects. It helps reuse expensive objects like Parts, UI elements, or custom data objects instead of creating and destroying them repeatedly during …
nrobloxs/BasicSignal	A lightweight signal/event implementation for Roblox, in the style of GoodSignal.
nrobloxs/BasicState	A lightweight Roblox state machine library for organizing gameplay flow, UI states, and lifecycle logic.
nrujgnridbdrr-cmyk/luau	local efE8SIDarPVDrrELYjVROg6Ek0RnwfrOlnPpd8V=function(...)if false then return nil end local g1BgrKndOPtCRizhhtbH346U=function(qG65So0vvnn6G5SoO0OllloOUU5S)local …
ntqltx/cutscene	make sure to read "test-place" folder and all comments in controller itself not for public usage, this would go private after hidden devs moderator would look at it and hopefully APPROVE MY SYSTEM!!!
ntr1x/ggcode-example-store	This example demonstrates how to use GGCode Spring, Compose, and Core repositories together.
NuimanLP/Roblox-analytics-dashboard	A web-based analytics dashboard for tracking and visualizing data from a Roblox game.
nullequal/rblx11	to play solo execute solo.lua to start hosting a server use host.lua to join that server use join.lua
NullishUsername/list-roblox-group-roles	A terminal app for looking up a Roblox group's roles by group ID, built with Ink and Bun.
nurfikriyahafiqahmdrizal-oss/kit-jom-hubung-roblox-	Sertai kembara Roblox Digital bertema tatabahasa Bahasa Melayu! Kuasai Kata Hubung untuk membuka laluan misteri dan memenangi Sijil Penghargaan Eksklusif!
nurpax/luau-zig-example	Uses Ziglua bindings Runs a Luau script either directly from source or by loading and executing bytecode Shows how to declare types for a Luau/Zig API Use luau-lsp in VSCode for type-checking Luau code
nxyq/VapeV4ConfigsForRoblox	Hello there, this is a roblox repo of every Vape V4 config! More will be added soon.
Nya0/Blob-Fusion-UI-Practice	inspired by Zack's Tool Blob splash in the Recent Showcase
nyakuza-kid/roblox-scripts	Collection of the scripts I had published
NyanDevModding/LiminalGenerator	⚠⚠ It is not finished yet, do not use it as it may still have some little problems
Nyang-s/lune-oj	Lune OJ는 오직 Luau와 Lune 환경만으로 구동되는 빠르고 가벼운 알고리즘 채점(Online Judge) 시스템입니다. 경쟁 프로그래밍(CP)의 표준인 testlib.h의 철학을 Luau로 완벽히 이식하여, 무거운 백엔드 서버나 복잡한 의존성 없이 로컬 환경에서 즉시 문제를 세팅하고 채점할 수 있습니다.
nyaouu/Bot-Luach-Roblox	simple bot roblox launch account made by nyaouu#2917
o-poliakh/modal-system	A modern, reusable boilerplate for Roblox development built with Luau, featuring a comprehensive design system and modular architecture.
O9LynxW/normalthing	config-driven, every saved field lives in one place saves to player attributes, loaded on join, written back on leave session locking, the same player cannot load on two servers at once type checked, missing or bad data …
obmutescences/noctalia-ccal	在 Noctalia v5 状态栏显示中国农历、节气、节假日和调休信息。支持自定义日期事件（生日、纪念日等），点击 bar widget 可弹出完整月历面板，也可添加到桌面作为桌面小组件。
Obusin/Drinking-System	A Roblox bartending game where players mix drinks, serve customers, and deal with the consequences. Built with Argon for file sync.
OccasionalRevival/EntityCreator	A server/client entity and state machine module for Roblox.
octtou/Basic-Roblox-Intermission-System	On Replicated storage, Insert 2 Folders name it Games, and the other one Vals In Workspace Make a Map, Name it Whatever you want. inside the Map insert a Part And named it Exit Inside Exit add a Script
octtou/Roblox-Basic-Click-Shop-System	Scroll down to the end for the game link The game was Created on 29/12/2020 Created on my Second Account OwlManGuyThing Insert a new Part inside Workspace Insert a ClickDetector inside the Part Insert a Script inside …
octtou/Roblox-Basic-Custom-Camera	Didnt release it due to Enemy monster bugs Created on 10/7/2020 Created on my first account octtou First time trying to change the roblox camera
Ocublox/Roblox-Classic-Face-Restorer	Hi, welcome to a little side project I’m working on to restore classic faces in Roblox since they were removed. If you want to contribute to my code, feel free. Thanks, and frick Roblox.
Odobesku/RobloxRPG	Architecture & Research Repository for Roblox Studio (Luau) > > Цей репозиторій містить нейтральну архітектурну специфікацію та механічну модель для створення модульного, високопродуктивного RPG Core у Roblox Studio на …
oemdoubleu/MNIST-roblox	MNIST-roblox is a proof-of-concept implementation of a fully connected neural network running entirely within the Luau engine.
OHYESBOY557/Roblox-Studio-EXE-file	This repository is for the roblox file, if you need it for chromebook.
ohzw/roblox-design-md	Design systems that AI agents can read — for Roblox game UI.
ohzw/roblox-skills	A collection of AI Agent Skills for Roblox development, designed for use with skills.sh.
OJ-Developer/tbis-level-editor	The way I have set up this project is... pretty weird to say the least (if you're using the rojo project). If you don't want to use rojo, that won't be a problem.
OJ-Developer/Tunneler-but-it-sucks	This is the rojo project for TUNNELER But It Sucks. I'm not bothered to explain how to use rojo, but there is plenty of resources that already exist that you can find.
okanagangamesinteractive/islebound	Put index.html, styles.css, and script.js in the repo root. Go to Settings → Pages Under Build and deployment, choose: Source: Deploy from a branch Branch: main / (root) Save, then your site will appear at: https:// …
okeanskiy/luau-complexity	luau-complexity is a native C++20 command-line analyzer for Lua and typed Luau. It uses the official Luau parser, discovers every executable function expression, and reports explainable cyclomatic complexity, Luau …
okhalri/SCPProject	assets can be retrieved per request of MaD.
okonomiyakib/roblox-zombie-fps	A simple zombie FPS prototype built in Roblox Studio.
okzyrox/okz-utils	Each folder inside of src/Modules contains a README document with some example use cases / how to use the module in question.
olamiji-8/sorting_algorithms	This project is a partner project part of the curriculum of Holberton School.
oliverpotter26172617-maker/Mythlings	Hatch mysterious eggs, raise and breed your Mythlings, then take them into the arena to climb the ranks.
Ollenat/epic-game-not-games-	Gamble bundle - gamble for any bundle in the shop
omami-works/roblox-7th-exit	通路を繰り返し探索するゲームシステム 周囲の変化・異変を見つける仕組み プレイヤーの選択に応じた進行処理 クリア演出 UI BGM
OminousVibes/rbxts-animation	@rbxts/animation is inspired by Flameworks networking package and streamlines the process of creating, and loading
OmniCTF/Years-of-Roblox	Your Roblox “decoder” will finish sometime next century.
omrx9-edt/Roblox-Market-1	This static website can be hosted on GitHub Pages, Netlify, or any web host.
onefishit/filming-luau	Browser Anda tidak mendukung pemutaran video. Silakan unduh file review.mp4
oneone-jin/overdare-lsp	An implementation of a language server for the Luau programming language, targeting OVERDARE projects.
OnlyGabyDev/Roblox-rich-text-compiler	A small web tool for styling Roblox lobby names — pick fonts, colors, outlines, and letter-by-letter gradients.
oofnack/Roblox-2007-feb-02-installer-Cab-File	This is a file for use with an installer i do not know much but the thing i wana try to do is see if we can get through the install prosses p.s, there was an actual roblox.cab file but its gone
oogwaaay/robloxgui-plugin	One-click import plugin for RobloxGUI — generate Roblox GUI code with AI on the website and send it straight into Roblox Studio.
ookkn/cahyon	Package for various tools you may need in games on ROBLOX
ooor28/roblox-studio-python	a tool used to send requests to a python script and execute the data still beta
oortsnow/vide	Vide is a reactive Luau UI library inspired by Solid.
Open-Source-Transport/roblox-path-plugin	roblox-path-plugin The open source feature-rich Roblox Studio plugin for a variety of path-creating needs, such as railways, roads, fences and more!
OpenFeline/OpenNpc	A lightweight, type-safe NPC controller for Roblox that handles movement, animation playback, and state management, with built-in signaling and priority-based movement queuing.
operationxblackout/roblox-wheel-spin	Server-authoritative wheel spin with weighted RNG, DataStore persistence, and Developer Product paid spins. The client script builds its own styled UI — no manual GUI setup.
operrl/robloxkiller	УБИЙЦА РОБЛОКСА если ваш младший брат вас заебал, и вечно играет на компе в роблокс в бр бр бр патамипа, то это приложение будет закрывать ему роблокс, через 2-15 минут НЕ ЗАБЫВАЙТЕ ЗАСОСВЫВАТЬ ЭТО ЧУДО В ИСКЛЮЧЕНИЯ …
OpixxLua/Opixx.my.id.	Roblox Developer • Lua Scripter • Builder Roblox for fun 👾 — Building & learning since 2023
Oppressor2045/A-star-pathfinding	A grid-based A* pathfinding system for Roblox, built for grids on complex terrain (uneven ground or maze-like walls) with support for dynamic, moving obstacles.
Oppressor2045/EnemyAI-BehaviourTree	A rebuild of the monster AI I originally made with EnemyAI-FSM (grid A* + FSM), this time using a Behavior Tree plus Roblox's built-in NavMesh.
opsec-master/luaghidra	Luau scripting for Ghidra: an interactive console, a .luau script provider, and a scripting API that keeps Ghidra's full Java surface within reach.
Oraim-Dev/RoDevsApplication	Three core scripts from a dodgeball project showing custom character movement, client-side throw targeting, and server-side ball physics.
