repo	stars	forks	created	pushed	lang	license
Luke0S/RobloxChat2TXT	1	0	2021-05-23	2021-05-23	Python	GPL-3.0
LukeCreeperGOATed172/Forsaken	0	0	2026-06-10	2026-06-10		
lukedawg527-rgb/Roblox-Keys	0	0	2026-08-26	2026-08-26		
LukeDevsE/FreezeSwitch	0	0	2023-03-14	2024-04-20	C#	CC0-1.0
LukeDevsE/GoodroomsV6Game	0	0	2023-09-24	2023-09-24	C++	CC0-1.0
LukeDevsE/RoBow	2	0	2023-02-12	2023-02-14	CSS	CC0-1.0
lukedunwoody/inflate-every-second	0	0	2026-07-15	2026-09-04	Luau	MIT
Lukejdjd/roblox-audio-fetcher	4	2	2024-04-24	2024-04-25	Python	MIT
lukesystems/HudForge	0	0	2026-05-14	2026-07-22	TypeScript	
luketccopca/combat-system	1	0	2026-05-18	2026-05-18	Luau	
luketeam5/roblox-b-gone	0	0	2025-04-17	2025-04-17	Batchfile	MIT
LukeTheWind/LinuxTransport-Charts	0	0	2022-03-23	2022-05-25	JavaScript	GPL-3.0
Lukewhat/Discord-To-RobloxV1	0	0	2024-05-11	2024-05-11	Python	GPL-2.0
lukey03/luau-portfolio-1	0	0	2026-04-20	2026-04-20		
lukeygithub/Bloxy-Client	0	0	2024-09-04	2024-09-04	Lua	GPL-3.0
lukeygithub/VxneV1	0	0	2024-09-03	2024-09-03		
LukHJA/ROBLOX-2016-Reconstruct-Now-Don-t-Work-	0	0	2022-01-26	2022-02-08		
LukHJA/ROBLOX-2016-Reconstruct-Stuff	0	0	2023-09-11	2025-11-16	CSS	
lukipq-dev/The-Last-Kid	0	0	2026-03-08	2026-06-10	HTML	
Lukizanda/roblox-asset-workshop	0	0	2026-05-09	2026-05-12	Python	
luladelavia/Responsi-Pemweb-Kelompok-2-ROBLOX	0	0	2026-05-26	2026-06-12	PHP	
lulu-tt/roblox-rivals-fps	0	0	2026-06-07	2026-06-07	TypeScript	
lulu060810/STEAL-A-LEGEND	0	0	2026-07-16	2026-07-16		
LuLu1357/Roblox_LOL	0	0	2026-06-24	2026-06-27	Luau	
Lulugamer-722/Lulu-	0	0	2025-09-10	2025-09-10		
luluontheweb/deepblox	2	0	2024-10-17	2025-10-25	HTML	
Lum-s/ui-blur	0	0	2026-08-30	2026-08-30	Luau	Apache-2.0
lumalol/lumatools	1	0	2024-05-11	2024-05-11		
LUMBERG7/Veltrix	0	0	2025-08-29	2025-08-29		
lumeaux/profilestore	0	0	2025-08-08	2025-08-08	Luau	Apache-2.0
lumeaux/replica	0	0	2025-08-08	2025-08-08	Luau	Apache-2.0
Lumen142/Roblox-AC6-FIX	1	0	2026-05-01	2026-05-01	Luau	MIT
Lumen142/WebhookService	2	0	2025-07-01	2025-08-04	Luau	
LumiMakesStuff/no-events-rbx	0	0	2025-09-21	2025-11-14	CSS	CC0-1.0
lumiMiNK/luau-config	0	0	2025-09-03	2025-09-03	Shell	
LuminaLabs-Games/Shard-Packages	1	1	2024-11-21	2026-07-25	Luau	
luminaxious/LastHyperionVersion	0	0	2023-10-14	2023-10-27		
luminosity1304/notextures-roblox	1	0	2025-12-06	2025-12-06	Lua	
LuminousDesignStudio/Advance-FPS-Framework	0	0	2024-09-18	2024-09-18		
lumpiasallad/MobileSuport_Drag_UI_Script-	0	0	2025-05-18	2025-05-18	Lua	
lumpylegscausebad/Computer-Science-NEA-Code---Nicolas-Mills	0	0	2026-01-30	2026-02-02	Luau	
lun-lun-lun-lun/demolish	2	0	2025-04-11	2025-12-03	Luau	GPL-3.0
lun-lun-lun-lun/new-smash	0	0	2026-03-05	2026-03-05	Luau	
lun-lun-lun-lun/PartBreaker2	0	0	2026-04-27	2026-05-01	Luau	MIT
Lun1xMooded/AbysallLoaderFixed	0	0	2026-08-18	2026-08-18	Luau	
luna-xyz/vs-code-roblox-execution	0	0	2025-08-02	2025-08-05	Lua	Apache-2.0
Luna0190/XSWA-Practice	0	0	2025-03-09	2025-03-09	HTML	MIT
Lunaetheris/RobloxFreeCamMobile	0	0	2024-09-28	2024-09-28	Lua	
LunaExecutes/Bloxstrap	0	0	2025-04-19	2025-04-19		
lunamatthew/CPSC466_SoftwareProcess	0	0	2024-07-08	2024-07-26	Lua	
Lunar-Eos/Apex	0	0	2025-04-18	2025-07-14	Lua	MIT
Lunar-Orbit1/JoinAssistant	0	0	2024-03-13	2024-03-18	Python	MIT
Lunar-Orbit1/Lithium	0	0	2023-07-16	2023-07-16		MIT
Lunar-Orbit1/Pinewood-Lookup-Python	0	0	2023-07-11	2023-07-11	Python	MIT
Lunar-Orbit1/Roblox-Darkblue	0	0	2023-12-05	2024-04-19	CSS	MIT
lunar-regalith/signal	0	0	2025-02-11	2025-03-22	Luau	MIT
lunar-xyz/RobloxVirtualMachine	0	0	2025-12-20	2026-01-17	Lua	
LunarConsortium/LunarConsortium.github.io	0	0	2026-09-13	2026-09-13	HTML	
LunarDevloper/Lunox---Hit-box-system	1	0	2025-12-23	2026-02-15	Luau	MIT
Lunariie/Wild-West-Midis	0	0	2024-09-24	2025-04-22		
Lunariz7109/Roblox-menu-templates	0	0	2023-04-06	2023-04-06	Lua	
LunarJiwon/roblox-lua	0	0	2021-01-13	2021-01-14	Lua	MIT
LunarJiwon/RobloxVerifyBot	3	1	2020-12-21	2025-02-12	JavaScript	MIT
lunarlattice0/grapejuice-flatpak	7	2	2022-04-27	2022-07-20	Shell	GPL-3.0
lunarlattice0/sifter	2	0	2023-04-28	2023-05-03	Go	GPL-3.0
lunarpackagemanager/lpm	0	0	2024-07-17	2024-08-09	Luau	MIT
lunarprogramas/RobloxShowcases	0	0	2025-08-02	2025-08-05	Lua	
LunarX-mm6/LunarX	0	0	2024-10-06	2024-10-06		
Lunascaped/Insert-Cloud	8	2	2020-01-26	2019-08-15		MIT
LUNATHORN/SFoTH2D	0	0	2025-12-18	2025-12-18	CSS	Apache-2.0
Lunatjeeexoxo/lunatjeeexoxo.github.io	0	0	2025-11-26	2025-11-26	HTML	
Lundstrong/LundstrongOrders	4	2	2021-04-03	2026-06-18	Lua	Apache-2.0
lune-org/lune	952	134	2023-01-18	2026-07-03	Rust	MPL-2.0
lune-org/mlua-luau-scheduler	7	1	2024-01-16	2024-06-05		
lune-utils/dotenv-luau	0	0	2025-07-16	2025-07-16	Luau	MIT
lune-utils/futures	0	0	2025-07-30	2025-07-30	Luau	MIT
lune-utils/luau-polyfill	0	0	2025-07-24	2025-09-02	Luau	MIT
lune-utils/noblox.luau	0	0	2025-07-19	2025-07-20	Luau	MIT
lune-utils/roxios	0	0	2025-07-17	2025-08-31	Luau	
lune-utils/serde	1	0	2025-07-24	2025-07-24	Luau	MIT
lune-utils/snowflake	0	0	2025-09-04	2025-09-04	Luau	MIT
LuneWeb/LuneWeb-types	0	0	2024-05-19	2024-06-10	Luau	
LuneWeb/Template	5	0	2024-05-19	2024-10-13	Luau	MPL-2.0
Lunic123456/Roblox-Reverse-Engineer-Handbook	0	0	2025-10-20	2025-06-13		
lunicjregistry/RBXNSAPA	0	0	2024-03-22	2024-03-22		
LunnerGithub/RP-Namer-Reskined	0	0	2021-08-07	2021-08-07		
Lunordev/Prodigy	0	0	2025-04-21	2025-04-21		
LunorLabs/Luau-Bundle	0	0	2024-12-22	2024-12-23	Luau	MIT
Lunox093/BuildAnIsland	0	0	2025-05-31	2025-06-11	Lua	
Lunox093/Factroy-RNG	0	0	2025-06-01	2025-07-15		
lunxrdevxdd/MyPersonalProjects	0	0	2026-04-28	2026-04-28		
luohoa97/cordial	91	15	2026-08-01	2026-09-24	Rust	GPL-3.0
luohuazju/roblox-game	0	0	2026-03-28	2026-03-28	Python	MIT
lupyuen/lupyuen.github.io	82	15	2018-07-24	2026-07-10	HTML	Apache-2.0
lupyuen/roblox-the-things-network	8	1	2021-10-02	2021-10-10	Lua	Apache-2.0
luqmanyasin/Luau	2	1	2016-04-26	2017-02-24	CSS	GPL-3.0
Luqpic/CrimeLifeRoblox	0	0	2026-09-10	2026-09-24	Luau	
Luqqzin/Luqqz-Strap-V2	0	0	2026-09-11	2026-09-12		
LuquinhasDev/DataStore-Roblox-Studio	0	0	2025-03-29	2025-07-07	Lua	
lurin4/RoMutuals	0	0	2026-01-05	2026-03-23	JavaScript	MIT
lurk-dev/ecs-template	0	0	2025-08-01	2025-08-01	Luau	
LuRosa82/roblox-rojo-test	0	0	2026-02-27	2026-02-27		
luscam/luau-for-aarch64	0	0	2026-03-22	2026-03-22		
LUSharp/LUSharp	5	0	2025-10-19	2026-03-17	Lua	MIT
luskasdev/E.B-do-King	0	0	2026-04-13	2026-04-24	HTML	
LustosaKev/Plano-De-Creation	0	0	2025-11-17	2025-11-17		GPL-3.0
lutest-dev/lutest	8	1	2026-06-28	2026-08-28	Luau	MIT
lutest-dev/ok	2	0	2026-07-15	2026-07-30	Luau	MIT
Lutfie123/AmethystHUB-Hooked-Open-Source-Rayfield	0	0	2026-03-19	2026-03-19	Lua	
lutfihan/Roblox-fezra-automatic-keyboardpiano	0	0	2026-07-08	2026-07-08	C#	
Luther-Gray/R-Toolbox	0	0	2025-10-03	2025-10-03	Lua	
Lutos-SPV/SPV-Silent	0	0	2025-12-14	2025-12-14		
luucasdy-blip/mon-script-roblox	0	0	2025-10-18	2026-03-31		
luuconghuan2008/web12-12A1_Huan-Han-Nguyen_Top-10-Roblox-Games-2025	0	0	2025-12-05	2025-12-05	HTML	
luukbrons/roblox-popit-trading	0	0	2026-08-24	2026-08-24	Lua	
LuukOriginal/next-router	0	0	2025-05-16	2025-05-16	TypeScript	
luumenlabs/code	2	1	2026-08-09	2026-08-16	TypeScript	MIT
luumenlabs/luau-skills	12	1	2026-03-18	2026-05-27		MIT
luumenlabs/luumen	3	0	2026-04-04	2026-04-24	Go	MIT
luumenlabs/stackfox-sdks	0	0	2026-03-22	2026-03-25	Luau	MIT
luutanphatluu-prog/roblox-shop-backend	0	0	2026-09-15	2026-09-15	JavaScript	
luv2trilogy/osu_to_luau_tooling	1	0	2026-07-23	2026-08-02	Python	
luv2trilogy/roblox_datastore_migrator	0	0	2026-07-26	2026-07-28	Python	MIT
Luvicexis/roblox-security	0	0	2026-06-18	2026-06-18		
luviein/roblox-alien-foodcourt	0	0	2026-08-24	2026-08-27	Luau	
luvmeavenger/roaux	0	0	2026-02-15	2026-02-15	Lua	
luvmeavenger/roblox-audio	0	0	2026-02-15	2026-02-15	Python	
LuvNarcc/Roblox	0	0	2025-11-16	2025-11-16	Lua	
Luwow-Project/Core	13	1	2025-10-16	2026-08-06	C++	MIT
Luwow-Project/RemoteDebug	1	0	2026-03-27	2026-07-15	C++	MIT
luwu-community/scheduler	1	0	2025-06-13	2026-08-24	Luau	MIT
lux-studios/uuid-roblox	0	0	2026-06-04	2026-06-04	Luau	MIT
Luxacrd/LuxaPlus	0	0	2026-05-05	2026-05-08		
luxbiter/SR	1	0	2026-08-28	2026-08-28	JavaScript	
Luxilon/RobloxJoin	3	3	2020-02-03	2019-05-18		
Luxlather/rbx32	0	0	2023-09-08	2024-01-25		
LuxrDEV/Roblox-Ultimate-Profile-Explorer	0	0	2026-03-11	2026-03-11	JavaScript	
LUXTOBLOXX/LUX-ROBLOX	0	0	2025-08-18	2025-08-18		
luxurix/luxsubenc	0	0	2026-02-08	2026-02-08	CSS	MIT
LuxxeOfficial/OpenSky-Server	3	1	2023-05-12	2023-05-14	Python	MIT
Luxxuri/StickerMatch	0	0	2026-08-09	2026-08-09	JavaScript	
luyucun/jianlaji	0	0	2026-07-07	2026-07-07	Luau	
lV0rd/pick-a-side-template-thing.-	0	0	2025-05-05	2025-06-26	Luau	
LvieReal/Roblox-Optimized-Animate	0	0	2026-05-28	2026-07-13	Luau	LGPL-3.0
lvlancalagon/Roblox	0	0	2026-05-18	2026-05-22	Lua	
lvxca-Y2K/Fairground-Ride-Lights	0	0	2026-05-16	2026-05-16		
Lx8pluss/BearAlpha	0	0	2026-07-05	2026-07-05		
lxneira/Fatality_roblox	0	0	2026-02-20	2026-08-08	Lua	GPL-3.0
lxte/cmd	21	4	2024-03-18	2026-02-11	Lua	
lxte/projects	0	0	2024-05-02	2026-06-14	Luau	
lxvdev/RoQuotes	0	0	2024-03-23	2024-04-03	JavaScript	MIT
LxwThePythonNoob/Phantom-forces-random-setup-generator	1	0	2022-02-28	2022-02-28	Python	
lxzaep/VoidShadeStudio	1	0	2026-05-25	2026-05-30		
lxzdev/Sword.Luau	1	0	2025-11-17	2025-11-29	Lua	
lyana97170/Lyana	0	0	2026-07-20	2026-07-20		
Lyandunet31/roblox-animation-scripts	0	0	2024-12-20	2024-12-20	Lua	
lycifer3/saveguard-roblox	0	0	2026-01-05	2026-01-06	Luau	MIT
lydia7878/RobloxGame	0	0	2023-08-03	2023-08-03	Lua	
Lyes-Bouali/LuauFactionSystem	0	0	2025-02-24	2025-02-24		
lyf-eternal/require-module	0	0	2025-09-13	2025-10-08	Lua	
lyingbird/RobMoba	0	0	2026-03-12	2026-06-22	Lua	
lykyob/rbxlx	1	1	2020-10-17	2020-03-19		MIT
lyler210/roblox-game-recommender	0	0	2025-06-01	2025-06-01	Jupyter Notebook	
lyn4c4ry/robloxGuitarSimulator	0	0	2026-06-30	2026-07-13	Lua	
lynitaaxx00/Roblox	0	0	2019-10-30	2019-10-30		
lynixpyxel/robloxledcontrol	0	0	2025-08-04	2025-08-11	C++	
Lynx-1111/hens	0	0	2026-05-30	2026-05-30	TypeScript	
lynx2005s-jpg/Gui-Library	0	0	2026-06-24	2026-07-10	Lua	
lynxdevv/roblox-gfinder	0	0	2021-09-16	2021-09-17	Python	
Lynxmountain/HecticTopBar	1	0	2023-02-16	2023-02-19	HTML	GPL-3.0
LyphersX/DUPELOADER	0	0	2024-01-17	2024-01-17		
lyra-org/harmony-luau-sys	0	0	2026-05-19	2026-05-22	Rust	MIT
lysingeboys-del/aidenpixels-portfolio	0	0	2026-05-30	2026-05-30	HTML	
lysingeboys-del/AidenPortfolio	0	0	2026-05-30	2026-05-30	HTML	
lysingeboys-del/AidenPortfolioRblx	0	0	2026-05-29	2026-05-29	HTML	
lysis1/lysis	0	0	2026-01-11	2026-01-11		
Lyte3075/SingulaX	1	0	2026-09-16	2026-09-21	JavaScript	
LytexWZ/AzureUtils	0	1	2025-03-29	2026-03-06	CSS	
LytharaLab/GFBS-Main	3	0	2026-08-02	2026-09-22		
LytharaLab/OggSifter	0	0	2026-04-05	2026-07-05	C#	MIT
Lythicals/Public	0	0	2026-02-14	2026-08-15	Luau	
lyvali/rblx-version	0	0	2025-01-23	2025-01-31		
lyvexl/Roblox	0	0	2026-01-31	2026-01-31	HTML	
Lywrith/Lywriths-Presets	0	0	2022-09-10	2022-09-10		
lyyluca/-bloxmeta-	0	0	2026-05-29	2026-05-29		
lyyluca/storage-hunters-wiki	0	0	2026-07-08	2026-07-08		
lz4c/taskscheduler-hook	0	0	2026-09-21	2026-09-21	C++	
Lzh642/roblox-update-tracker	0	0	2026-03-13	2026-03-13		MIT
lzhang4672/RobloxFuzzySearch	1	0	2021-03-19	2021-03-19	Lua	MIT
lzhang4672/RobloxOpenSourceVotingSystem	1	0	2019-12-19	2019-12-19	Lua	
lzhang4672/RobloxStore	0	0	2020-03-05	2020-03-05	Visual Basic .NET	
lzhang4672/StoryGamePrototype	0	0	2021-03-21	2021-03-21	Java	MIT
LzIP251/dark-ui	0	0	2020-12-20	2020-12-20	Lua	
m-13918803-spec/roblox-game-project	0	0	2026-09-01	2026-09-01		
M-a-s-o-n-C/PalmBeachAssistant	0	0	2021-01-08	2021-01-08	JavaScript	MIT
m-attz/user-base	0	0	2024-04-01	2024-04-01	Ruby	
m-blank-a/Blox-Glyphs	0	0	2026-05-12	2026-05-12		
m-blank-a/Roblox-CookUpAStorm	0	0	2026-01-02	2026-01-22	Luau	
m-blank-a/Tax-Evasion-Simulator	0	0	2026-05-20	2026-05-20		
M-C13J/ROBLOX-Games	0	0	2024-10-08	2024-10-08		
m-chen-dev/roblox-tower-defense	0	0	2026-09-01	2026-09-01	Luau	
M-DMM/.github.io	0	0	2026-04-19	2026-04-19	HTML	
m-doescode/LuaStreams	2	0	2021-12-31	2025-09-30	Lua	
M-Ouxi/Super-Heroes	0	0	2026-08-29	2026-08-29		
m-tedeschi/marceline-commands	0	0	2026-04-12	2026-07-28	Lua	
M081012/roblox-fps	0	0	2025-06-10	2025-06-11	HTML	
m0dzn1/m0dzn-Roblox-UI-Library-V1.0	0	0	2026-01-31	2026-08-09	Lua	
m0nkes/Galaxy	0	0	2021-10-04	2021-10-06	C#	
m0sc0w134/robloxluas	0	0	2023-04-15	2023-04-15	Lua	
m0scull3s/RobloxToPoly	0	0	2026-03-13	2026-04-07	Python	
m13511-dev/Roblox-Studio-Portfolio	0	0	2025-03-19	2026-09-04	Luau	
M16A4PAPER/Robloxian	0	0	2020-08-12	2020-08-12	HTML	Apache-2.0
M1778/OMEGAPyRBX-BC	0	0	2025-12-05	2025-12-11	Luau	Apache-2.0
M1778/ProviderService	0	0	2025-12-09	2025-12-09	TypeScript	MIT
M1778/Robuffer	0	0	2025-12-16	2025-12-28	Luau	Unlicense
M1dnight-ofcl/egg.sh	0	0	2023-12-13	2024-08-19	Lua	
M1TTI3/Roblox-Game-Creator	0	0	2026-04-07	2026-04-07	JavaScript	
m249hh-cvnny/tungtungtungpanel	0	0	2026-08-03	2026-08-03	Luau	
m27frogy/AdminDebranded	0	0	2015-08-18	2015-08-18		
M2BotDev/Devs	0	0	2017-10-15	2017-10-15		
M2BotDev/open-verify	0	0	2017-11-05	2017-11-05	Python	
m2fyss/Roblox-Web-Enhancer	0	0	2023-06-25	2023-08-01		
m2hcz/FPS-Game-BlockTurns	0	0	2026-05-19	2026-05-20	Luau	
m2hcz/wkey-enemy-spawner	0	0	2026-04-25	2026-04-25	Luau	
M3llySlayz/Fracture	0	0	2024-10-14	2024-10-14		
m3neeb/roblox-finder	0	0	2026-07-02	2026-07-02	Python	
m3tf/CloudBlox	0	0	2025-10-30	2025-10-30		
M4-77/Roblox-Username-Webcrawler	0	0	2025-07-09	2025-07-09	Python	
M4kemistakes/PaperBlox	0	0	2025-03-20	2025-03-20		MIT
M4Nyak/roblox_login	0	0	2023-12-25	2024-01-21	Python	
m4rcel-lol/Noli	0	0	2026-07-20	2026-07-21	Python	
m4rcel-lol/rbxl.eu	0	0	2026-03-10	2026-03-10	JavaScript	
m4s0ng0/download	0	0	2026-08-07	2026-08-07		
m6l3/mattslocalhosting	0	0	2026-06-18	2026-06-18	Python	NOASSERTION
m6l3/roblox-.mesh-uploader	0	0	2025-06-23	2025-07-07	Luau	Unlicense
m6l3/RobloxApiDocumentation	1	0	2026-03-08	2026-03-16	CSS	
M7ilan/roblox-manager	1	0	2026-08-17	2026-08-17	C#	MIT
M7xt719/RAMP	0	0	2026-07-13	2026-08-03		NOASSERTION
m9ssah/UGC-pipeline	2	0	2025-09-01	2026-02-21	Python	
ma-sharifi/Mani-arena	0	0	2026-07-14	2026-07-14	Lua	
Ma1w4reScripts/RBLX-Lag-Reducer	0	0	2022-07-19	2022-07-19		
Maanaaaa/ManaHub	0	0	2025-12-18	2025-12-18	Luau	
MAAZBINFAZAL/outfit-server	1	0	2025-09-19	2025-09-19	JavaScript	MIT
MAAZBINFAZAL/Roblox-Styler-Agent	2	0	2025-09-16	2025-09-17	JavaScript	MIT
maazuddin391-sketch/Learn-lua	1	0	2026-08-04	2026-08-04	HTML	
MabMabMabMabMab/llm	1	0	2026-03-01	2026-03-01	Luau	MIT
mac-comp127-marshs24/project-robloxdoop	0	1	2024-04-10	2024-05-03	Java	
Mac10Monarch/RBLX-Targeter	0	0	2024-06-05	2026-04-07	Python	GPL-3.0
machicassina/RobloxBloquesBR	0	0	2026-09-11	2026-09-11		
MACHINE-GUN-SADOMY/roblox_library	0	0	2024-07-16	2024-07-22	Lua	
MachineBacon-Roblox/Roblox-Custom-ChatBox	3	1	2025-12-26	2025-12-26		
Machooto/GPO-Boss-Spawn-Timer	1	0	2025-04-07	2026-09-12	HTML	
MachoPiggies/Acticheck	0	0	2024-08-26	2024-08-26	Luau	MIT
maciej-kasprzyk/discord-bot-war-legacy	0	0	2020-10-21	2020-10-21	JavaScript	
maciej05wert/project-yeti	0	0	2026-04-02	2026-04-02		
maciejphp/Roblox-BlockBench-model-importer	1	0	2026-01-10	2026-02-05	TypeScript	
maciejxolbor/robloxts-template	0	0	2024-12-15	2024-12-15	TypeScript	
macielmatiasrocha-ops/Troca-conta	0	0	2026-09-13	2026-09-13		
Macix2030/robloxid.mobirisesite.com	0	0	2021-05-15	2021-05-15	HTML	Apache-2.0
mack22198/Rocket	0	0	2026-09-23	2026-09-23	Luau	
macmillan333/another-roblox-style-sheet	0	0	2025-02-22	2025-07-30	Lua	MIT
MacWilliXD/Roblox-Studio-Agent	0	0	2026-04-25	2026-04-26	PowerShell	
Macxcheex/Info-abt-me	0	0	2026-09-09	2026-09-09		
Maczuga01/basketball-verify-bot	0	0	2026-07-21	2026-07-21		
MADANW/Roblox-hijinks	0	0	2026-09-02	2026-09-02	Lua	
MADBL0X252/Ro-Portfolio	0	0	2026-07-15	2026-07-15	HTML	
MadChillRBLX/MONTERNA-BIGSUR-CODE	1	0	2025-01-09	2025-01-09		
madcute/myrobloxgui	0	0	2026-03-28	2026-03-28	Lua	
maddiepatty093/roblox	0	0	2025-01-22	2025-01-22		
maddoxbouldin/roblox-runtime-terrain	3	0	2026-07-11	2026-07-11	Lua	CC0-1.0
Made4Mischief/Click-To-Move-NPC-RobloxStudio-	0	0	2026-05-13	2026-05-13	Lua	
MadeByBlue-UI/Blue-UI	0	0	2026-09-07	2026-09-07		
MadeByMdyTheFisher/my-hitbox-library-	0	0	2026-08-01	2026-08-01	Luau	
madebyshaurya/stud	4	0	2026-01-30	2026-01-30	TypeScript	NOASSERTION
MadeBySolar/first-luau-script	0	0	2025-08-14	2025-08-14		
MadeinBugs/Roblox-Training	0	0	2025-06-24	2025-07-16	Luau	
madenciicom/squidgamex	0	0	2025-09-06	2025-09-26	Lua	Apache-2.0
madeofbubblez/ProfileCreator	0	0	2025-09-27	2025-09-27		NOASSERTION
madexperience/max-animation-plugin	0	1	2026-06-19	2026-06-19	MAXScript	GPL-3.0
madexperience/profilestore-module	5	0	2025-01-24	2025-10-20	Luau	
madexperience/roblox-Model2Png	0	0	2025-08-15	2025-08-18	Python	
madgenerator/RobloxSpeedRun	0	1	2021-11-13	2021-11-13		
MadiLucey/Roblox-Admin-Pannel-Script	3	0	2026-06-14	2026-06-15	Lua	MIT
MadiLucey/Roblox-Game-Project-Ghost-in-the-Grave-Yard-	0	0	2026-03-08	2026-06-15	Lua	
MadisonKane74/RobloxBEV	0	0	2024-03-04	2024-03-04		GPL-3.0
Madmangone/portfolio	0	0	2025-08-07	2025-08-07	HTML	
madn0/The-House-That-Lies	0	0	2026-09-20	2026-09-20	Luau	
MadnessEngineering/roblox_skins_mcp_generator	1	0	2025-11-16	2025-11-17	TypeScript	
MadnessMyth/Roblox-Modules	0	0	2025-12-20	2026-04-22	Luau	MIT
Madonox/BitAntiCheat	2	0	2025-10-11	2025-10-25	Luau	
Madonox/Commons	6	0	2024-09-19	2025-07-22	Luau	
Madonox/Tip	1	0	2023-10-16	2023-10-20	Lua	MIT
madowaku/tension-doubles	0	0	2026-05-30	2026-06-19	Lua	
MadStudioRoblox/ProfileStore	338	64	2024-10-09	2025-07-31	Luau	Apache-2.0
MadStudioRoblox/Replica	75	28	2024-10-16	2025-08-07	Luau	Apache-2.0
MadStudioRoblox/ReplicaService	68	29	2020-11-28	2024-10-16	Lua	Apache-2.0
MadStudioRoblox/Sera	43	5	2024-12-13	2025-03-25	Luau	Apache-2.0
MADUKO16/MysticalProwess	0	0	2026-06-24	2026-06-24		
madvoids/ToolProject	0	0	2023-02-26	2023-03-05		
madyuk23-commits/roblox-admin-bot	0	0	2026-05-08	2026-05-10	JavaScript	
madyuk23-commits/roblox-probiv-bot	0	0	2026-06-09	2026-06-09	Python	
maegoe/roblox-sandbox-test	0	0	2026-09-19	2026-09-19	PowerShell	
maelkassa02-sys/Blox-universe	0	0	2026-03-28	2026-03-28	HTML	
maeriil/jecs-template	2	1	2025-02-21	2025-02-22	Luau	
maeriil/rouber-eats	0	0	2025-03-02	2025-04-20	Luau	
maesontirangartsuadi-lab/MonScriptRoblox	0	0	2026-01-14	2026-01-14		Apache-2.0
Mafelist2/thecodesmafelist	0	0	2026-07-11	2026-07-11	HTML	
mafiabomma67-beep/DrunostMM2	0	0	2026-09-07	2026-09-12	Python	MIT
MafionistaKarchis/Api	0	0	2025-07-20	2025-07-21	Python	
mafiyasorz-gif/roblox-proxy-WTP	0	0	2026-04-20	2026-04-20		
Mafnor/Flux	0	0	2025-09-09	2025-09-09	Luau	Apache-2.0
MafuSaku/FemtrsPartInserter	1	0	2022-08-13	2022-08-13	Lua	MIT
MafuSaku/rbx-backend-showcase	1	0	2025-05-26	2025-05-26	Luau	Apache-2.0
MafuSaku/robloxbadwordfilter	1	1	2024-08-31	2025-10-11		MIT
MafuSaku/RobloxTutorials	1	0	2023-02-06	2023-02-06	Lua	MIT
magaa1345/forsaken-roblox	0	0	2026-02-14	2026-02-14		
MagelessMayhem/Roblox-WINE-DB	0	1	2023-03-10	2023-09-30		
magevr/PhantomCore.com	0	0	2025-09-07	2025-09-07		
Maggnetta/MyRobloxList	0	0	2025-05-17	2025-05-17	JavaScript	
MagicalMike934RBLX/ROBLOX-Admin	0	0	2017-07-28	2017-07-28		
MagicBoBoYiYi/FocusFlow-Docs	0	0	2026-09-09	2026-09-09		NOASSERTION
MagicMau/Roblox2048	0	0	2021-12-29	2021-12-29	TypeScript	
magicoal-nerb/animator	3	0	2025-10-16	2026-03-08	Luau	MIT
magicoal-nerb/dynamic-tree	1	0	2026-07-11	2026-07-15	Luau	MIT
magicoal-nerb/grad	1	0	2026-04-04	2026-04-12	Luau	MIT
magicoal-nerb/impulse	9	1	2025-10-08	2026-09-07	Luau	
magicoal-nerb/luvm	5	0	2025-09-11	2026-04-12	Luau	MIT
magicoal-nerb/mini-console	3	0	2026-02-22	2026-09-01	Luau	MIT
magicoal-nerb/mini-player-module	2	0	2025-11-12	2025-12-09	Luau	MIT
magicoal-nerb/quakem	1	0	2026-09-20	2026-09-21	Luau	MIT
magicoal-nerb/react-luau	3	0	2025-08-18	2026-02-22	Luau	MIT
magicsorafish/roblox-template	0	0	2024-08-31	2026-02-17	JavaScript	MIT
MagikManz/chickynoid	1	0	2021-12-31	2022-01-03	Lua	MIT
MagikManz/Moralistic2D	0	0	2025-07-06	2025-10-09	Luau	
MagikManz/Roblox-New-User-Milestone-Tracker	0	0	2021-05-09	2021-05-09		
MagikManz/scuffed-rounds-remake	0	0	2025-05-01	2025-06-23	Luau	
magikplays62-pixel/top25Demons	0	0	2025-12-29	2025-12-29		
Magma69/sg-trainer	0	0	2023-02-07	2023-02-07	HTML	Apache-2.0
magmalabsdev/Think-Outside-the-Blocks	0	0	2024-11-24	2024-11-24		
Magmavator/Transfur-Infection-Genre-Games	0	0	2026-03-14	2026-09-24	HTML	
Magmurrr/roblox-remove-textures	0	5	2024-02-13	2024-02-13		
magnalite/RobloxECS	6	1	2018-12-05	2018-12-05	Lua	MIT
MagnetoBear/Buckshot-Tracker	0	0	2026-06-14	2026-06-20	Python	MIT
Magnificent09/Personal-portfolio	0	0	2026-08-16	2026-08-16	HTML	
magnum-design/roblox-stats	0	0	2023-11-29	2023-11-29		
MagnumRoblox/RoTrade.V2	0	0	2022-07-13	2022-07-13	JavaScript	
magnumstudio07-netizen/gragas-id-website	0	0	2026-08-08	2026-08-08	HTML	
MagnusDRogar/roblox-bomb-tag-system	0	0	2026-08-26	2026-08-26		
